customer_id,age,monthly_income,credit_score,employment_status,monthly_total_spend,travel_spend,dining_spend,online_shopping_spend,fuel_spend,preferred_reward
CUST_0766,34,12236,843,Retired,5668,37,2031,1855,99,Shopping
CUST_0767,79,6375,788,Freelance,812,2072,1031,4817,111,Dining
CUST_0768,76,19140,744,Freelance,8527,409,968,1207,307,Cashback
CUST_0769,71,12682,715,Retired,1720,460,2010,1448,474,Cashback
CUST_0770,27,3696,771,Full-time,5720,3642,1539,1507,547,Fuel
CUST_0771,23,8665,610,Retired,3218,3035,2196,1003,111,Travel
CUST_0772,67,17497,678,Full-time,10306,1440,1511,925,86,Shopping
CUST_0773,43,15715,722,Freelance,7275,2404,1048,4951,182,Dining
CUST_0774,66,1801,705,Executive,2817,382,654,83,596,Cashback
CUST_0775,63,24265,659,Full-time,8757,1832,1954,3742,164,Shopping
CUST_0776,67,18530,818,Freelance,10220,3229,554,3927,89,Dining
CUST_0777,65,16071,827,Freelance,5592,568,424,1542,454,Shopping
CUST_0778,38,11451,623,Executive,7630,3504,292,985,237,Dining
CUST_0779,78,22214,756,Freelance,3234,1071,1208,4231,533,Shopping
CUST_0780,58,12273,828,Freelance,3668,3399,430,908,57,Fuel
CUST_0781,55,24887,753,Full-time,11507,432,316,2908,541,Travel
CUST_0782,71,17640,710,Full-time,2238,3502,397,4685,401,Shopping
CUST_0783,35,21421,577,Executive,4343,55,1347,2737,518,Travel
CUST_0784,45,14557,806,Executive,2581,2624,1588,2586,196,Shopping
CUST_0785,75,14000,714,Freelance,7143,2315,595,1143,45,Cashback
CUST_0786,57,22442,612,Full-time,3063,2116,2123,1331,529,Fuel
CUST_0787,48,24463,571,Executive,10961,1751,1943,3348,396,Fuel
CUST_0788,30,17421,619,Executive,1011,2047,915,1553,73,Travel
CUST_0789,59,13370,645,Retired,9499,901,1255,2342,415,Cashback
CUST_0790,77,5582,712,Executive,6959,1624,975,1806,334,Dining
CUST_0791,37,15218,628,Freelance,7827,3520,1075,2100,574,Fuel
CUST_0792,59,22067,554,Full-time,1131,2840,1244,805,295,Cashback
CUST_0793,42,12017,669,Executive,7660,256,1451,4147,83,Cashback
CUST_0794,46,5254,727,Retired,8844,671,1166,2775,14,Travel
CUST_0795,64,3224,725,Full-time,8969,489,2028,71,133,Cashback
CUST_0796,45,2876,766,Executive,9542,2793,362,27,477,Cashback
CUST_0797,37,10206,605,Retired,6520,3714,2429,468,318,Dining
CUST_0798,33,10394,736,Executive,9933,2096,2318,3983,391,Travel
CUST_0799,40,19537,781,Full-time,1527,1682,2345,763,478,Travel
CUST_0800,45,19950,804,Full-time,5775,315,233,1424,367,Cashback
CUST_0801,24,17906,653,Full-time,11854,2460,1731,2248,366,Dining
CUST_0802,30,20344,626,Freelance,4043,433,26,3832,287,Shopping
CUST_0803,23,7426,779,Executive,1448,1025,1494,4915,377,Fuel
CUST_0804,61,7751,807,Freelance,5895,3912,92,4060,462,Travel
CUST_0805,65,10996,813,Full-time,7414,1975,308,4070,593,Dining
CUST_0806,38,4800,731,Retired,11729,3216,51,1675,12,Dining
CUST_0807,67,24163,805,Executive,11739,1979,318,559,535,Cashback
CUST_0808,56,10053,587,Freelance,7935,1389,1992,4474,167,Fuel
CUST_0809,67,5227,725,Executive,1809,419,180,3831,269,Travel
CUST_0810,42,24156,576,Retired,2350,1596,1592,1918,69,Shopping
CUST_0811,54,23879,825,Freelance,9795,3856,646,78,317,Cashback
CUST_0812,67,18398,689,Full-time,8292,1584,1961,4929,375,Travel
CUST_0813,28,18332,848,Freelance,4201,843,1283,3647,88,Travel
CUST_0814,60,7519,836,Executive,8247,1467,2244,1031,256,Dining
CUST_0815,69,16963,640,Executive,6224,2963,2302,2072,216,Fuel
CUST_0816,64,23227,610,Executive,5041,433,2024,4545,449,Shopping
CUST_0817,39,11547,712,Executive,3961,2690,335,1484,543,Fuel
CUST_0818,62,13254,692,Full-time,4955,1578,1576,2245,140,Dining
CUST_0819,61,4020,802,Freelance,8278,2104,1525,1550,160,Shopping
CUST_0820,57,4581,818,Full-time,9519,3633,989,4785,31,Shopping
CUST_0821,26,2928,840,Full-time,10015,963,1278,4682,151,Cashback
CUST_0822,72,5467,736,Full-time,7417,976,513,1829,259,Shopping
CUST_0823,46,7945,840,Executive,6460,3249,2029,3751,278,Travel
CUST_0824,54,16066,635,Executive,9424,3364,241,4722,284,Fuel
CUST_0825,79,15542,715,Executive,1976,45,2196,2031,541,Fuel
CUST_0826,76,12829,663,Freelance,8756,1193,1733,4459,147,Cashback
CUST_0827,79,3659,732,Retired,9392,3342,2259,3856,66,Shopping
CUST_0828,65,6632,756,Executive,11096,416,667,2182,569,Dining
CUST_0829,26,20431,805,Freelance,3033,847,593,4469,278,Travel
CUST_0830,57,20863,784,Executive,11437,2186,2178,2094,442,Cashback
CUST_0831,77,16433,552,Executive,5500,246,255,3903,398,Shopping
CUST_0832,53,11973,757,Full-time,11827,3219,1502,3032,127,Dining
CUST_0833,73,20533,746,Full-time,6706,229,560,1548,336,Shopping
CUST_0834,42,12305,674,Full-time,8660,791,2110,367,481,Cashback
CUST_0835,41,4583,687,Freelance,8326,636,1334,64,185,Dining
CUST_0836,26,18921,574,Retired,6359,3775,406,3299,168,Dining
CUST_0837,26,15444,617,Retired,7532,2421,1860,4849,259,Dining
CUST_0838,75,21373,610,Freelance,3313,3151,2062,2035,557,Dining
CUST_0839,68,9104,578,Executive,8630,3677,1710,2863,506,Shopping
CUST_0840,24,16879,568,Freelance,10765,737,258,1876,520,Dining
CUST_0841,50,20518,720,Executive,7744,1088,722,4851,470,Shopping
CUST_0842,31,5483,623,Freelance,8710,87,1282,2228,160,Dining
CUST_0843,50,3278,610,Freelance,6449,3159,613,596,288,Dining
CUST_0844,51,6610,702,Freelance,1896,712,1694,3606,339,Cashback
CUST_0845,44,23073,825,Retired,9920,1749,1978,2674,501,Shopping
CUST_0846,75,13587,597,Full-time,2751,1227,812,3889,105,Shopping
CUST_0847,29,19008,760,Freelance,10965,1936,1786,3506,474,Fuel
CUST_0848,75,18581,688,Retired,10546,1405,330,1834,599,Cashback
CUST_0849,23,3679,659,Full-time,11770,600,2212,1395,462,Shopping
CUST_0850,71,11096,732,Full-time,9986,1499,1216,1586,482,Cashback
CUST_0851,51,6751,577,Freelance,8599,3644,1544,111,152,Cashback
CUST_0852,60,10735,746,Executive,9604,3854,1397,452,148,Cashback
CUST_0853,57,19813,740,Executive,11585,3677,386,2803,187,Travel
CUST_0854,56,16371,600,Executive,1395,3890,1518,2631,130,Shopping
CUST_0855,44,2513,698,Freelance,8675,2586,1817,2186,451,Cashback
CUST_0856,51,18110,817,Executive,9833,213,1817,4348,515,Travel
CUST_0857,26,3328,599,Retired,5239,2121,1814,2004,490,Travel
CUST_0858,22,9409,795,Retired,6772,2108,2375,1459,475,Dining
CUST_0859,40,7088,662,Retired,1658,697,1515,1942,262,Dining
CUST_0860,48,14609,719,Retired,6319,3614,1240,3493,537,Shopping
CUST_0861,31,3523,715,Full-time,8185,1242,319,1857,458,Dining
CUST_0862,24,22850,563,Retired,9436,2059,398,61,535,Shopping
CUST_0863,35,16037,752,Executive,10780,2861,1914,1494,294,Travel
CUST_0864,26,7391,837,Freelance,5117,3486,104,1180,434,Travel
CUST_0865,74,2580,738,Executive,4254,2079,695,4901,274,Shopping
CUST_0866,69,6536,704,Retired,1830,1183,329,2788,587,Dining
CUST_0867,50,16879,604,Full-time,10287,1000,659,1875,307,Dining
CUST_0868,76,12322,731,Retired,8706,236,820,2208,375,Shopping
CUST_0869,58,4063,759,Freelance,11055,3810,1972,4636,157,Fuel
CUST_0870,71,4792,624,Executive,2247,1204,1793,4721,203,Dining
CUST_0871,77,5086,826,Freelance,11037,3900,2361,105,74,Cashback
CUST_0872,22,17587,682,Freelance,3650,2605,461,1154,379,Dining
CUST_0873,35,17600,608,Freelance,11060,3412,1607,3428,303,Fuel
CUST_0874,31,22315,731,Executive,8906,1481,1675,4087,61,Travel
CUST_0875,28,24725,613,Retired,11267,1103,2457,1708,569,Travel
CUST_0876,46,8143,809,Freelance,7951,646,2074,2823,107,Travel
CUST_0877,71,5459,742,Executive,10800,3843,270,3925,186,Dining
CUST_0878,65,12505,692,Full-time,10303,3034,384,1908,228,Travel
CUST_0879,64,12275,653,Executive,7752,2867,59,2049,47,Fuel
CUST_0880,25,1661,763,Full-time,4855,3830,1130,4464,267,Fuel
CUST_0881,26,17529,791,Executive,6202,472,219,1274,253,Dining
CUST_0882,46,18477,758,Retired,11443,3742,1464,945,86,Cashback
CUST_0883,74,15726,642,Freelance,10081,3786,1906,3904,180,Dining
CUST_0884,24,12654,691,Retired,2472,111,1595,2227,24,Travel
CUST_0885,39,13580,661,Executive,5332,3363,95,3796,387,Dining
CUST_0886,40,4890,608,Freelance,5724,1845,988,292,221,Fuel
CUST_0887,53,7497,592,Full-time,10995,1654,1112,4679,396,Dining
CUST_0888,40,24238,756,Executive,6885,382,1945,2222,510,Dining
CUST_0889,69,14193,817,Freelance,8534,16,2278,3973,560,Cashback
CUST_0890,32,18547,845,Full-time,5664,492,967,2491,439,Fuel
CUST_0891,67,10824,667,Full-time,10116,3402,2322,2475,174,Shopping
CUST_0892,21,2041,569,Retired,2021,2973,245,4860,310,Shopping
CUST_0893,46,23317,771,Executive,3660,3810,2158,3729,273,Fuel
CUST_0894,34,6593,715,Full-time,11265,1896,233,427,34,Shopping
CUST_0895,58,14928,680,Freelance,11982,1509,2464,2972,216,Travel
CUST_0896,57,12666,705,Full-time,11502,3477,1151,106,407,Shopping
CUST_0897,31,18751,733,Full-time,9228,116,1260,3619,518,Travel
CUST_0898,56,17563,639,Retired,10136,1578,802,4754,268,Fuel
CUST_0899,33,11758,643,Retired,4053,879,1417,3333,474,Shopping
CUST_0900,63,17544,562,Freelance,4582,2162,654,3992,324,Shopping
CUST_0901,23,6969,842,Retired,7757,1818,2442,1225,355,Travel
CUST_0902,53,7756,779,Full-time,1566,1572,110,4004,89,Travel
CUST_0903,26,12220,841,Full-time,3481,2861,89,4250,41,Dining
CUST_0904,70,2669,575,Retired,8510,1648,762,3368,364,Cashback
CUST_0905,76,2330,624,Full-time,8282,3618,1303,895,201,Shopping
CUST_0906,30,3151,848,Full-time,5886,643,1356,3905,365,Cashback
CUST_0907,25,19020,699,Freelance,8764,1359,2179,1620,287,Cashback
CUST_0908,43,20694,697,Retired,3465,335,1036,3863,480,Shopping
CUST_0909,30,11018,557,Full-time,10751,2969,1464,2292,500,Travel
CUST_0910,64,14758,578,Retired,11807,3960,97,1385,51,Dining
CUST_0911,22,17684,845,Freelance,4313,3811,1143,3899,102,Fuel
CUST_0912,33,2519,758,Retired,1295,146,292,3592,360,Shopping
CUST_0913,60,23121,677,Full-time,6622,121,1839,2433,423,Shopping
CUST_0914,22,11528,665,Retired,2872,80,1734,2806,204,Fuel
CUST_0915,40,13948,693,Full-time,8595,2732,1024,3383,13,Cashback
CUST_0916,21,13985,784,Full-time,9329,3737,2297,1301,469,Dining
CUST_0917,57,2783,556,Full-time,4749,2709,651,758,465,Cashback
CUST_0918,29,18543,594,Freelance,6833,2422,2196,746,303,Fuel
CUST_0919,37,19894,788,Retired,10809,3641,2091,592,426,Fuel
CUST_0920,29,3233,704,Freelance,9128,2110,1906,2886,109,Dining
CUST_0921,31,20009,730,Retired,3355,503,1721,4111,564,Fuel
CUST_0922,35,20055,764,Freelance,7170,667,1067,1068,514,Fuel
CUST_0923,44,17730,637,Executive,5215,2496,2209,3307,67,Dining
CUST_0924,58,15972,805,Full-time,6759,3499,1816,702,245,Shopping
CUST_0925,75,14389,622,Full-time,9907,2915,252,4708,388,Cashback
CUST_0926,55,4971,728,Freelance,6793,3498,131,104,307,Shopping
CUST_0927,50,10528,761,Executive,5821,1444,1907,1497,351,Shopping
CUST_0928,51,23508,842,Full-time,11092,1345,1910,3833,65,Cashback
CUST_0929,69,9829,783,Retired,3707,3984,1679,395,459,Shopping
CUST_0930,25,3597,788,Freelance,3714,2727,1132,3517,346,Dining
CUST_0931,64,15582,772,Full-time,10974,1189,1058,2653,324,Cashback
CUST_0932,70,22952,668,Full-time,4670,1620,1925,3291,598,Travel
CUST_0933,34,15430,813,Freelance,9990,1980,2322,2010,32,Shopping
CUST_0934,73,11577,756,Freelance,11139,1672,186,3881,67,Fuel
CUST_0935,76,7897,644,Retired,5885,2508,948,4946,186,Cashback
CUST_0936,31,4257,771,Retired,7346,458,2290,1988,191,Travel
CUST_0937,29,21804,825,Full-time,1195,1212,263,4537,212,Fuel
CUST_0938,54,19784,780,Full-time,1738,463,1997,1668,599,Travel
CUST_0939,32,20494,668,Freelance,10628,911,521,4968,427,Shopping
CUST_0940,55,24784,817,Full-time,11716,2426,1564,4762,350,Fuel
CUST_0941,55,19333,822,Full-time,3310,1025,782,1051,107,Shopping
CUST_0942,21,6517,613,Freelance,5436,3689,534,2841,239,Fuel
CUST_0943,60,17870,847,Full-time,2449,2411,209,4723,215,Cashback
CUST_0944,42,9499,560,Full-time,4490,71,2093,3584,176,Dining
CUST_0945,49,23936,647,Executive,4235,1450,1563,347,564,Dining
CUST_0946,28,11695,620,Retired,4001,2685,25,1263,329,Travel
CUST_0947,31,3596,607,Freelance,4979,1193,174,4665,560,Fuel
CUST_0948,61,16933,839,Executive,11283,3276,1539,2742,449,Shopping
CUST_0949,57,24288,800,Retired,9205,1848,1334,2073,446,Cashback
CUST_0950,34,12095,825,Retired,4037,2384,321,3148,536,Cashback
CUST_0951,50,17441,599,Retired,4662,2022,1602,1351,178,Cashback
CUST_0952,55,21215,765,Executive,858,3543,1158,2821,394,Dining
CUST_0953,41,16578,601,Executive,11922,2242,54,3827,144,Shopping
CUST_0954,57,6605,820,Retired,5738,3741,1566,669,197,Cashback
CUST_0955,25,20862,633,Full-time,3771,1011,1609,4813,83,Cashback
CUST_0956,39,4339,842,Full-time,10519,652,1872,2646,84,Travel
CUST_0957,79,4884,675,Executive,9114,1298,2194,266,456,Fuel
CUST_0958,34,12351,845,Executive,10428,6,1508,1438,475,Fuel
CUST_0959,46,11553,621,Executive,10154,904,2067,2693,252,Fuel
CUST_0960,24,14993,845,Retired,4145,3026,332,1022,71,Travel
CUST_0961,45,18569,785,Full-time,3286,2028,1578,2037,222,Dining
CUST_0962,65,15639,605,Executive,1361,2613,906,564,275,Travel
CUST_0963,62,9031,659,Executive,4781,615,910,1059,245,Cashback
CUST_0964,45,5783,741,Freelance,7061,3925,400,1424,340,Shopping
CUST_0965,38,9236,642,Retired,2537,1873,949,4123,572,Cashback
CUST_0966,60,9210,605,Freelance,9896,2620,1329,219,470,Cashback
CUST_0967,28,3119,609,Full-time,4354,2646,2075,405,453,Shopping
CUST_0968,59,15475,687,Freelance,10718,769,1910,1637,6,Fuel
CUST_0969,60,14335,588,Freelance,11915,3249,100,2318,187,Travel
CUST_0970,34,24752,577,Freelance,9926,2289,550,1759,3,Dining
CUST_0971,52,16761,598,Retired,7895,3274,2400,1674,124,Cashback
CUST_0972,71,2931,674,Full-time,9066,1566,1705,791,14,Cashback
CUST_0973,58,10567,562,Freelance,1094,3872,2343,3582,524,Dining
CUST_0974,53,6213,585,Retired,9012,1485,352,1309,239,Travel
CUST_0975,43,11057,650,Full-time,10030,3151,1018,3833,359,Cashback
CUST_0976,35,10935,831,Executive,6130,3594,1179,4929,517,Dining
CUST_0977,53,6498,635,Freelance,5455,1440,1097,4412,319,Cashback
CUST_0978,45,1662,553,Full-time,1909,765,979,1330,230,Fuel
CUST_0979,37,3474,772,Freelance,4571,383,1355,4446,29,Fuel
CUST_0980,53,21175,715,Executive,9363,2438,738,510,533,Cashback
CUST_0981,67,9961,827,Full-time,6923,2943,976,2572,155,Cashback
CUST_0982,75,18515,679,Retired,8447,3870,1371,3929,398,Fuel
CUST_0983,22,18789,580,Full-time,1974,687,2280,491,345,Cashback
CUST_0984,34,3514,560,Retired,1964,1149,1801,1617,194,Travel
CUST_0985,73,11333,645,Full-time,10084,3565,2149,2056,167,Travel
CUST_0986,60,9396,739,Retired,10275,46,952,1520,376,Shopping
CUST_0987,60,1704,741,Executive,11003,3789,480,1583,488,Travel
CUST_0988,71,18465,815,Executive,9837,3547,1237,1575,361,Cashback
CUST_0989,59,23559,677,Executive,10983,1972,107,3946,481,Cashback
CUST_0990,71,10532,787,Full-time,9512,2666,972,1761,243,Dining
CUST_0991,26,6847,661,Executive,5266,463,1626,1991,580,Travel
CUST_0992,26,4143,694,Freelance,6338,3858,703,3179,588,Fuel
CUST_0993,23,9517,614,Executive,7911,1872,2382,3326,170,Fuel
CUST_0994,27,20181,796,Retired,9234,122,2133,1046,512,Shopping
CUST_0995,71,18758,772,Retired,3600,3545,874,2892,405,Dining
CUST_0996,28,7060,655,Retired,5407,2181,1447,2613,573,Fuel
CUST_0997,62,17392,730,Full-time,11888,1642,2411,3892,206,Shopping
CUST_0998,72,16031,733,Freelance,11594,3888,2107,4144,153,Travel
CUST_0999,35,18573,775,Executive,8062,840,1273,461,47,Dining
CUST_1000,67,5500,814,Freelance,11265,1585,559,4431,0,Dining
CUST_1001,49,15789,827,Freelance,2341,2896,116,1381,406,Cashback
CUST_1002,53,18555,638,Retired,3565,2654,873,1145,106,Travel
CUST_1003,72,9427,725,Retired,11106,1803,967,3515,172,Dining
CUST_1004,50,17062,567,Retired,5291,22,1568,4454,505,Shopping
CUST_1005,59,2671,655,Full-time,3883,565,43,192,129,Fuel
CUST_1006,47,23475,820,Freelance,6156,1909,508,3534,397,Travel
CUST_1007,56,13418,716,Freelance,2657,2813,2011,755,293,Travel
CUST_1008,49,10635,562,Full-time,1569,964,1188,1684,551,Dining
CUST_1009,58,7842,581,Full-time,2222,2282,1315,2525,446,Dining
CUST_1010,77,19333,589,Full-time,9398,995,848,827,15,Dining
CUST_1011,53,13429,697,Freelance,3772,3130,1879,889,348,Shopping
CUST_1012,57,4039,767,Freelance,2672,1187,916,4748,202,Cashback
CUST_1013,47,5459,768,Retired,6399,1794,798,2455,133,Dining
CUST_1014,75,14683,631,Retired,11686,825,875,2333,525,Cashback
CUST_1015,53,24169,757,Freelance,3069,215,1760,4946,507,Cashback
CUST_1016,24,6932,750,Retired,6075,3254,2333,110,65,Travel
CUST_1017,42,22144,587,Full-time,5549,3640,818,4715,479,Fuel
CUST_1018,22,20245,760,Executive,7371,656,2168,792,458,Fuel
CUST_1019,30,24048,798,Retired,10173,2982,944,4683,341,Shopping
CUST_1020,25,21554,776,Freelance,5872,1113,906,2643,158,Shopping
CUST_1021,79,3253,597,Retired,10431,1987,12,3414,160,Fuel
CUST_1022,30,19822,567,Retired,6263,310,602,1309,253,Fuel
CUST_1023,53,23860,844,Retired,8250,556,199,296,526,Travel
CUST_1024,74,11623,745,Executive,11889,3019,1791,1629,548,Travel
CUST_1025,58,17876,736,Full-time,11895,2304,447,568,154,Fuel
CUST_1026,33,8088,773,Freelance,9220,2580,1811,4927,485,Dining
CUST_1027,51,7804,778,Executive,4759,1556,840,4705,431,Dining
CUST_1028,67,8845,626,Freelance,10885,51,589,4111,26,Travel
CUST_1029,56,24517,737,Freelance,2113,1361,1153,71,11,Cashback
CUST_1030,65,16852,819,Freelance,8647,1194,2090,4365,66,Fuel
CUST_1031,44,2097,644,Executive,1870,3138,519,4382,541,Shopping
CUST_1032,72,20946,681,Full-time,9966,1648,1036,65,95,Dining
CUST_1033,76,3836,588,Freelance,10730,2347,724,879,214,Cashback
CUST_1034,35,11379,621,Full-time,4085,671,987,67,193,Dining
CUST_1035,49,2072,830,Full-time,9749,777,802,1216,289,Cashback
CUST_1036,28,9021,709,Retired,3895,831,2349,3027,543,Fuel
CUST_1037,25,7671,736,Executive,1120,2279,526,3239,38,Fuel
CUST_1038,49,24981,740,Executive,3121,3022,1665,3480,205,Fuel
CUST_1039,67,19974,669,Retired,1355,1860,1138,507,554,Travel
CUST_1040,24,15492,769,Retired,5739,3139,459,3714,483,Cashback
CUST_1041,32,24450,602,Full-time,6232,1529,931,2884,336,Shopping
CUST_1042,65,13361,771,Freelance,2186,2075,1986,1125,495,Shopping
CUST_1043,22,13964,680,Executive,5563,1972,324,885,248,Fuel
CUST_1044,47,22508,786,Freelance,11419,3699,578,2841,73,Shopping
CUST_1045,51,3133,795,Freelance,7654,1074,1537,3877,372,Dining
CUST_1046,71,19401,775,Retired,10996,1716,2000,4870,137,Cashback
CUST_1047,71,13985,757,Freelance,10922,1283,2381,2525,456,Cashback
CUST_1048,56,12349,645,Full-time,8437,590,2331,925,443,Cashback
CUST_1049,56,5148,749,Retired,5641,2832,474,4215,352,Dining
CUST_1050,46,16677,796,Freelance,11155,2667,1077,1938,410,Travel
CUST_1051,63,14640,621,Retired,4667,1986,1481,3814,537,Dining
CUST_1052,47,19421,734,Full-time,11418,2633,1602,3362,452,Cashback
CUST_1053,25,15857,555,Full-time,4593,3758,1443,4583,418,Cashback
CUST_1054,40,14868,755,Freelance,8173,1001,631,3232,449,Cashback
CUST_1055,31,4637,581,Retired,3313,2231,702,3744,584,Shopping
CUST_1056,30,24869,648,Freelance,4603,1046,2456,3465,114,Travel
CUST_1057,60,1597,805,Freelance,3127,3857,981,440,50,Dining
CUST_1058,58,12907,736,Retired,9609,2176,1327,3611,368,Cashback
CUST_1059,26,14222,625,Freelance,2965,2338,1958,461,514,Fuel
CUST_1060,28,14424,726,Full-time,4108,1855,558,611,209,Travel
CUST_1061,43,5250,836,Retired,7252,500,221,3471,434,Fuel
CUST_1062,67,10035,804,Retired,8867,2233,1556,3163,226,Travel
CUST_1063,46,23297,739,Retired,8442,478,2205,5,267,Cashback
CUST_1064,66,6166,676,Retired,7204,1594,347,4776,115,Travel
CUST_1065,63,17509,836,Freelance,1792,2539,1182,3970,599,Travel
CUST_1066,32,18494,803,Freelance,6224,512,888,2858,359,Cashback
CUST_1067,46,3227,762,Full-time,10369,3714,921,2606,328,Fuel
CUST_1068,33,3354,799,Executive,5181,3138,1258,98,39,Fuel
CUST_1069,60,12300,633,Executive,3974,3876,404,525,181,Shopping
CUST_1070,38,6555,562,Full-time,5582,2514,1280,1180,489,Fuel
CUST_1071,45,11771,594,Executive,10297,2332,676,1689,208,Fuel
CUST_1072,53,20208,676,Full-time,6360,600,588,1138,272,Travel
CUST_1073,67,14319,663,Freelance,8260,1440,1620,4491,118,Shopping
CUST_1074,60,10869,825,Retired,3878,1123,1594,4865,381,Cashback
CUST_1075,63,10783,754,Retired,11678,188,565,3071,535,Cashback
CUST_1076,32,14671,822,Freelance,3783,988,703,2927,257,Dining
CUST_1077,64,7274,607,Retired,8059,2937,857,2792,482,Shopping
CUST_1078,56,8019,768,Retired,6854,1881,1284,4778,508,Travel
CUST_1079,68,12483,658,Executive,3323,387,584,14,91,Dining
CUST_1080,24,19633,828,Freelance,10477,2288,231,2415,160,Dining
CUST_1081,25,16439,723,Executive,11092,1805,2317,2685,148,Cashback
CUST_1082,76,2281,813,Executive,5381,2033,1245,2900,116,Fuel
CUST_1083,57,17782,660,Retired,6409,1754,51,1236,457,Travel
CUST_1084,28,8323,736,Retired,2801,2464,2163,4100,564,Shopping
CUST_1085,62,19989,818,Freelance,2187,3989,537,3220,44,Dining
CUST_1086,69,21751,778,Retired,7352,2223,540,1607,233,Travel
CUST_1087,48,8693,705,Retired,1830,386,1042,3563,374,Cashback
CUST_1088,51,22860,738,Freelance,10757,1494,814,3297,546,Dining
CUST_1089,78,3613,821,Retired,2020,852,1415,2633,196,Dining
CUST_1090,29,17780,551,Executive,11406,3304,1652,3890,24,Cashback
CUST_1091,74,23763,795,Freelance,6835,2710,418,4264,394,Cashback
CUST_1092,71,15065,759,Retired,10610,451,2356,2808,35,Cashback
CUST_1093,49,21854,835,Full-time,10255,2324,863,791,473,Travel
CUST_1094,34,11683,562,Freelance,7323,3300,185,999,222,Travel
CUST_1095,60,19461,645,Freelance,8874,3242,260,151,529,Travel
CUST_1096,61,10703,770,Full-time,9863,1758,1551,3063,187,Fuel
CUST_1097,42,20158,787,Retired,1634,212,1296,4599,401,Dining
CUST_1098,31,22753,643,Retired,11814,3353,2207,2091,256,Travel
CUST_1099,43,17295,818,Freelance,9910,40,761,4599,135,Fuel
CUST_1100,21,24628,720,Freelance,2524,1145,223,4082,590,Dining
CUST_1101,66,20310,643,Retired,7398,3298,1279,4026,443,Travel
CUST_1102,57,14989,698,Retired,3213,2341,179,2977,417,Cashback
CUST_1103,41,7046,661,Executive,10305,599,2067,842,291,Shopping
CUST_1104,46,8352,604,Freelance,6793,3338,1647,4446,573,Travel
CUST_1105,66,4051,665,Freelance,5298,2024,631,3793,128,Shopping
CUST_1106,56,7911,692,Full-time,2905,2588,1536,2070,340,Travel
CUST_1107,74,17891,750,Executive,3368,2030,2105,1659,256,Cashback
CUST_1108,43,20439,729,Retired,10130,1782,1963,597,565,Shopping
CUST_1109,77,1975,751,Executive,1009,1851,614,2513,99,Fuel
CUST_1110,21,23300,602,Retired,10056,2498,561,4135,38,Cashback
CUST_1111,74,11903,729,Retired,5711,3520,2421,4270,262,Shopping
CUST_1112,75,8739,686,Executive,3020,1779,621,3603,149,Shopping
CUST_1113,71,8210,731,Freelance,1033,3132,2135,1216,329,Cashback
CUST_1114,60,22884,550,Retired,1592,3573,1013,2291,119,Cashback
CUST_1115,35,22538,593,Executive,3910,3218,2061,4931,583,Cashback
CUST_1116,41,9578,776,Full-time,2966,3757,2180,3811,218,Dining
CUST_1117,67,23947,647,Executive,9326,2837,1960,4993,122,Fuel
CUST_1118,29,3785,757,Full-time,10351,2381,1057,931,243,Travel
CUST_1119,73,6723,814,Retired,5993,1904,591,2138,586,Shopping
CUST_1120,29,15021,837,Executive,2014,2938,582,4002,517,Travel
CUST_1121,30,16389,820,Executive,5219,3213,1613,2978,20,Cashback
CUST_1122,72,8471,689,Full-time,8114,2091,1101,3892,189,Fuel
CUST_1123,77,21409,786,Executive,9275,143,288,4595,224,Fuel
CUST_1124,73,13031,621,Executive,1012,3936,1568,2918,465,Dining
CUST_1125,46,16221,704,Retired,2458,332,1443,2564,98,Cashback
CUST_1126,61,20706,739,Executive,5824,997,6,1763,362,Shopping
CUST_1127,55,6443,817,Freelance,10409,3568,1183,2170,82,Dining
CUST_1128,72,8030,656,Full-time,11378,1419,239,335,55,Cashback
CUST_1129,45,12616,781,Executive,6717,54,1986,1176,21,Dining
CUST_1130,46,1758,591,Full-time,5941,1330,1446,3021,579,Travel
CUST_1131,31,1782,739,Full-time,2594,2917,1749,778,184,Cashback
CUST_1132,58,15437,688,Full-time,6788,1446,2117,1185,521,Shopping
CUST_1133,22,3398,652,Executive,9096,1440,1903,3285,577,Shopping
CUST_1134,27,5635,720,Executive,6378,3744,2263,3447,263,Cashback
CUST_1135,38,8129,822,Full-time,6351,2844,1077,3991,224,Dining
CUST_1136,47,12668,770,Freelance,4645,2372,2377,2470,37,Fuel
CUST_1137,54,21084,762,Full-time,7706,1733,847,938,122,Cashback
CUST_1138,47,22994,605,Freelance,1178,1694,1311,4899,155,Shopping
CUST_1139,37,2112,651,Full-time,4093,79,2092,4006,300,Travel
CUST_1140,63,15703,741,Retired,4129,3102,2245,1935,66,Shopping
CUST_1141,79,18571,749,Full-time,5608,984,1239,633,393,Fuel
CUST_1142,64,21574,782,Full-time,8737,3183,1504,1253,593,Shopping
CUST_1143,79,3807,776,Executive,1024,2605,1332,1082,569,Fuel
CUST_1144,71,8633,688,Freelance,1537,864,2379,2143,404,Cashback
CUST_1145,74,12705,698,Retired,1035,2764,695,1285,448,Shopping
CUST_1146,44,24393,664,Freelance,1511,1587,26,353,130,Dining
CUST_1147,45,7406,612,Retired,6788,3721,2365,1885,68,Dining
CUST_1148,27,4091,653,Full-time,2688,471,2412,1818,344,Shopping
CUST_1149,72,16649,705,Executive,7973,2121,959,2520,319,Shopping
